Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Demaryius Thomas (13710975),Demaryius Thomas,13710975,WR/FLEX,3500,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,7.03
RB,Zach Zenner (13711124),Zach Zenner,13711124,RB/FLEX,3500,ARI@TB 11/10/2019 01:00PM ET,ARI,1.23
WR,Adam Humphries (13711152),Adam Humphries,13711152,WR/FLEX,3500,KC@TEN 11/10/2019 01:00PM ET,TEN,7.1
TE,Jonnu Smith (13711340),Jonnu Smith,13711340,TE/FLEX,3500,KC@TEN 11/10/2019 01:00PM ET,TEN,5.63
DST,Colts  (13710915),Colts ,13710915,DST,3500,MIA@IND 11/10/2019 04:05PM ET,IND,6.38
RB,Jeff Wilson Jr. (13711452),Jeff Wilson Jr.,13711452,RB/FLEX,3400,SEA@SF 11/11/2019 08:15PM ET,SF,5.5
TE,Josh Hill (13711036),Josh Hill,13711036,TE/FLEX,3400,ATL@NO 11/10/2019 01:00PM ET,NO,4.62
WR,Russell Gage (13711406),Russell Gage,13711406,WR/FLEX,3400,ATL@NO 11/10/2019 01:00PM ET,ATL,2.51
WR,Damiere Byrd (13711164),Damiere Byrd,13711164,WR/FLEX,3400,ARI@TB 11/10/2019 01:00PM ET,ARI,5.8
RB,Trey Edmunds (13711237),Trey Edmunds,13711237,RB/FLEX,3400,LAR@PIT 11/10/2019 04:25PM ET,PIT,2.43
TE,Kyle Rudolph (13711034),Kyle Rudolph,13711034,TE/FLEX,3400,MIN@DAL 11/10/2019 08:20PM ET,MIN,5.44
TE,Jacob Hollister (13711274),Jacob Hollister,13711274,TE/FLEX,3300,SEA@SF 11/11/2019 08:15PM ET,SEA,7.12
RB,Paul Perkins (13711230),Paul Perkins,13711230,RB/FLEX,3300,DET@CHI 11/10/2019 01:00PM ET,DET,0.67
WR,Duke Williams (13711428),Duke Williams,13711428,WR/FLEX,3300,BUF@CLE 11/10/2019 01:00PM ET,BUF,5.93
WR,Antonio Callaway (13711542),Antonio Callaway,13711542,WR/FLEX,3300,BUF@CLE 11/10/2019 01:00PM ET,CLE,4.22
TE,O.J. Howard (13711313),O.J. Howard,13711313,TE/FLEX,3300,ARI@TB 11/10/2019 01:00PM ET,TB,4.93
WR,Andy Isabella (13711540),Andy Isabella,13711540,WR/FLEX,3300,ARI@TB 11/10/2019 01:00PM ET,ARI,2.52
WR,Albert Wilson (13711106),Albert Wilson,13711106,WR/FLEX,3300,MIA@IND 11/10/2019 04:05PM ET,MIA,4.38
WR,Jaron Brown (13711019),Jaron Brown,13711019,WR/FLEX,3200,SEA@SF 11/11/2019 08:15PM ET,SEA,5.06
RB,Raheem Mostert (13711176),Raheem Mostert,13711176,RB/FLEX,3200,SEA@SF 11/11/2019 08:15PM ET,SF,6.56
TE,Ross Dwelley (13711380),Ross Dwelley,13711380,TE/FLEX,3200,SEA@SF 11/11/2019 08:15PM ET,SF,1.22
WR,Cordarrelle Patterson (13711228),Cordarrelle Patterson,13711228,WR/FLEX,3200,DET@CHI 11/10/2019 01:00PM ET,CHI,3.21
TE,David Njoku (13711440),David Njoku,13711440,TE/FLEX,3200,BUF@CLE 11/10/2019 01:00PM ET,CLE,6.85
DST,Packers  (13710913),Packers ,13710913,DST,3200,CAR@GB 11/10/2019 04:25PM ET,GB,6.67
WR,Tre'Quan Smith (13711490),Tre'Quan Smith,13711490,WR/FLEX,3200,ATL@NO 11/10/2019 01:00PM ET,NO,6.17
RB,Dare Ogunbowale (13711284),Dare Ogunbowale,13711284,RB/FLEX,3200,ARI@TB 11/10/2019 01:00PM ET,TB,5.54
RB,Darrel Williams (13711408),Darrel Williams,13711408,RB/FLEX,3200,KC@TEN 11/10/2019 01:00PM ET,KC,5.04
WR,Jakeem Grant (13711168),Jakeem Grant,13711168,WR/FLEX,3200,MIA@IND 11/10/2019 04:05PM ET,MIA,3.5
WR,Laquon Treadwell (13711356),Laquon Treadwell,13711356,WR/FLEX,3200,MIN@DAL 11/10/2019 08:20PM ET,MIN,2.07
DST,Bears  (13710908),Bears ,13710908,DST,3100,DET@CHI 11/10/2019 01:00PM ET,CHI,8.75
WR,Stanley Morgan (13711515),Stanley Morgan,13711515,WR/FLEX,3100,BAL@CIN 11/10/2019 01:00PM ET,CIN,0.72
RB,Senorise Perry (13711099),Senorise Perry,13711099,RB/FLEX,3100,BUF@CLE 11/10/2019 01:00PM ET,BUF,0
WR,Jake Kumerow (13711113),Jake Kumerow,13711113,WR/FLEX,3100,CAR@GB 11/10/2019 04:25PM ET,GB,4
WR,Donte Moncrief (13711183),Donte Moncrief,13711183,WR/FLEX,3100,CAR@GB 11/10/2019 04:25PM ET,CAR,1.16
RB,Kenjon Barner (13711008),Kenjon Barner,13711008,RB/FLEX,3100,ATL@NO 11/10/2019 01:00PM ET,ATL,0.25
TE,Ryan Griffin (13711021),Ryan Griffin,13711021,TE/FLEX,3100,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,6.9
WR,Tajae Sharpe (13711286),Tajae Sharpe,13711286,WR/FLEX,3100,KC@TEN 11/10/2019 01:00PM ET,TEN,4.6
TE,Mike Gesicki (13711476),Mike Gesicki,13711476,TE/FLEX,3100,MIA@IND 11/10/2019 04:05PM ET,MIA,5.72
DST,Cowboys  (13710911),Cowboys ,13710911,DST,3100,MIN@DAL 11/10/2019 08:20PM ET,DAL,8.5
WR,Tavon Austin (13711070),Tavon Austin,13711070,WR/FLEX,3100,MIN@DAL 11/10/2019 08:20PM ET,DAL,4.45
RB,Jamize Olawale (13711117),Jamize Olawale,13711117,RB/FLEX,3100,MIN@DAL 11/10/2019 08:20PM ET,DAL,0
WR,Davion Davis (13711586),Davion Davis,13711586,WR/FLEX,3100,MIN@DAL 11/10/2019 08:20PM ET,MIN,0
RB,Nick Bellore (13710979),Nick Bellore,13710979,RB/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SEA,0.33
RB,Kyle Juszczyk (13711053),Kyle Juszczyk,13711053,RB/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SF,3.55
TE,Levine Toilolo (13711056),Levine Toilolo,13711056,TE/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SF,0.38
RB,C.J. Prosise (13711278),C.J. Prosise,13711278,RB/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SEA,4.12
WR,Kendrick Bourne (13711382),Kendrick Bourne,13711382,WR/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SF,4.1
WR,Richie James Jr. (13711413),Richie James Jr.,13711413,WR/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SF,2.6
WR,Malik Turner (13711434),Malik Turner,13711434,WR/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SEA,2.09
WR,Gary Jennings (13711533),Gary Jennings,13711533,WR/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SEA,0
WR,John Ursua (13711581),John Ursua,13711581,WR/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SEA,0
RB,Travis Homer (13711618),Travis Homer,13711618,RB/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SEA,0
WR,David Moore (13711644),David Moore,13711644,WR/FLEX,3000,SEA@SF 11/11/2019 08:15PM ET,SEA,4.3
WR,Marvin Hall (13711185),Marvin Hall,13711185,WR/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,DET,5.3
TE,Jesse James (13711209),Jesse James,13711209,TE/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,DET,1.8
RB,Mike Davis (13711253),Mike Davis,13711253,RB/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,CHI,1.67
RB,Nick Bawden (13711422),Nick Bawden,13711422,RB/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,DET,0.55
WR,Riley Ridley (13711600),Riley Ridley,13711600,WR/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,CHI,0
WR,Javon Wims (13711616),Javon Wims,13711616,WR/FLEX,3000,DET@CHI 11/10/2019 01:00PM ET,CHI,2.38
TE,Tyler Eifert (13711065),Tyler Eifert,13711065,TE/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,CIN,6.02
WR,Chris Moore (13711178),Chris Moore,13711178,WR/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,0.64
RB,Patrick Ricard (13711218),Patrick Ricard,13711218,RB/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,1.48
WR,Seth Roberts (13711288),Seth Roberts,13711288,WR/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,2.69
RB,Trayveon Williams (13711588),Trayveon Williams,13711588,RB/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
WR,Jaleel Scott (13711596),Jaleel Scott,13711596,WR/FLEX,3000,BAL@CIN 11/10/2019 01:00PM ET,BAL,0
WR,Andre Roberts (13710969),Andre Roberts,13710969,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,0.38
RB,Patrick DiMarco (13710997),Patrick DiMarco,13710997,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,1.05
RB,T.J. Yeldon (13711205),T.J. Yeldon,13711205,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,4.7
WR,Rashard Higgins (13711331),Rashard Higgins,13711331,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,2.6
RB,Kareem Hunt (13711350),Kareem Hunt,13711350,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,0
WR,Taywan Taylor (13711370),Taywan Taylor,13711370,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,0
WR,Robert Foster (13711374),Robert Foster,13711374,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,0
WR,KhaDarel Hodge (13711386),KhaDarel Hodge,13711386,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,0.25
WR,Isaiah McKenzie (13711417),Isaiah McKenzie,13711417,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,BUF,4.26
RB,D'Ernest Johnson (13711497),D'Ernest Johnson,13711497,RB/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,1.9
WR,Damion Ratley (13711511),Damion Ratley,13711511,WR/FLEX,3000,BUF@CLE 11/10/2019 01:00PM ET,CLE,3.66
WR,Jarius Wright (13711023),Jarius Wright,13711023,WR/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,CAR,3.54
WR,Ryan Grant (13711051),Ryan Grant,13711051,WR/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,GB,2.7
WR,DeAndrew White (13711108),DeAndrew White,13711108,WR/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,CAR,0.9
RB,Danny Vitale (13711242),Danny Vitale,13711242,RB/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,GB,1.74
RB,Dexter Williams (13711579),Dexter Williams,13711579,RB/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,GB,0.07
WR,Greg Dortch (13711590),Greg Dortch,13711590,WR/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,CAR,0
WR,Brandon Zylstra (13711608),Brandon Zylstra,13711608,WR/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,CAR,0
RB,Alex Armah (13711642),Alex Armah,13711642,RB/FLEX,3000,CAR@GB 11/10/2019 04:25PM ET,CAR,1.19
RB,Zach Line (13711012),Zach Line,13711012,RB/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,NO,0.84
WR,Justin Hardy (13711110),Justin Hardy,13711110,WR/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,ATL,2.42
RB,Keith Smith (13711115),Keith Smith,13711115,RB/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,ATL,0.02
WR,Austin Carr (13711240),Austin Carr,13711240,WR/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,NO,0.32
RB,Dwayne Washington (13711294),Dwayne Washington,13711294,RB/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,NO,0.68
WR,Christian Blake (13711480),Christian Blake,13711480,WR/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,ATL,0
WR,Olamide Zaccheaus (13711571),Olamide Zaccheaus,13711571,WR/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,ATL,0
WR,Krishawn Hogan (13711648),Krishawn Hogan,13711648,WR/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,NO,0
WR,Deonte Harris (13711658),Deonte Harris,13711658,WR/FLEX,3000,ATL@NO 11/10/2019 01:00PM ET,NO,1.25
RB,Bilal Powell (13710994),Bilal Powell,13710994,RB/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0.65
WR,Russell Shepard (13711044),Russell Shepard,13711044,WR/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,1.83
WR,Bennie Fowler III (13711067),Bennie Fowler III,13711067,WR/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,5.81
WR,Josh Bellamy (13711097),Josh Bellamy,13711097,WR/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0.57
RB,Javorius Allen (13711148),Javorius Allen,13711148,RB/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,0
RB,Elijhaa Penny (13711180),Elijhaa Penny,13711180,RB/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,0.76
WR,Cody Latimer (13711196),Cody Latimer,13711196,WR/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,4.66
WR,Cody Core (13711262),Cody Core,13711262,WR/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,0.64
WR,Braxton Berrios (13711397),Braxton Berrios,13711397,WR/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0.62
WR,Vyncint Smith (13711505),Vyncint Smith,13711505,WR/FLEX,3000,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,3.34
WR,Breshad Perriman (13711213),Breshad Perriman,13711213,WR/FLEX,3000,ARI@TB 11/10/2019 01:00PM ET,TB,3.35
WR,Amara Darboh (13711268),Amara Darboh,13711268,WR/FLEX,3000,ARI@TB 11/10/2019 01:00PM ET,TB,0
RB,T.J. Logan (13711299),T.J. Logan,13711299,RB/FLEX,3000,ARI@TB 11/10/2019 01:00PM ET,TB,0.15
WR,Pharoh Cooper (13711346),Pharoh Cooper,13711346,WR/FLEX,3000,ARI@TB 11/10/2019 01:00PM ET,ARI,3.42
WR,Justin Watson (13711442),Justin Watson,13711442,WR/FLEX,3000,ARI@TB 11/10/2019 01:00PM ET,TB,0.29
WR,Trent Sherfield (13711468),Trent Sherfield,13711468,WR/FLEX,3000,ARI@TB 11/10/2019 01:00PM ET,ARI,1.33
WR,Scotty Miller (13711517),Scotty Miller,13711517,WR/FLEX,3000,ARI@TB 11/10/2019 01:00PM ET,TB,1.45
RB,Anthony Sherman (13710989),Anthony Sherman,13710989,RB/FLEX,3000,KC@TEN 11/10/2019 01:00PM ET,KC,0.38
RB,Rod Smith (13711095),Rod Smith,13711095,RB/FLEX,3000,KC@TEN 11/10/2019 01:00PM ET,TEN,0
WR,Kalif Raymond (13711246),Kalif Raymond,13711246,WR/FLEX,3000,KC@TEN 11/10/2019 01:00PM ET,TEN,1.95
WR,Byron Pringle (13711598),Byron Pringle,13711598,WR/FLEX,3000,KC@TEN 11/10/2019 01:00PM ET,KC,3.74
RB,Darwin Thompson (13711652),Darwin Thompson,13711652,RB/FLEX,3000,KC@TEN 11/10/2019 01:00PM ET,KC,0.52
WR,Allen Hurns (13711073),Allen Hurns,13711073,WR/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,MIA,4.4
RB,Jonathan Williams (13711251),Jonathan Williams,13711251,RB/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,IND,0
WR,Devin Funchess (13711270),Devin Funchess,13711270,WR/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,IND,6.2
RB,Patrick Laird (13711462),Patrick Laird,13711462,RB/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,MIA,0
RB,Myles Gaskin (13711513),Myles Gaskin,13711513,RB/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,MIA,0
RB,Chandler Cox (13711519),Chandler Cox,13711519,RB/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,MIA,0
WR,Deon Cain (13711523),Deon Cain,13711523,WR/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,IND,1.31
WR,Ashton Dulin (13711656),Ashton Dulin,13711656,WR/FLEX,3000,MIA@IND 11/10/2019 04:05PM ET,IND,0
DST,Rams  (13710917),Rams ,13710917,DST,3000,LAR@PIT 11/10/2019 04:25PM ET,LAR,8.88
RB,Roosevelt Nix (13711083),Roosevelt Nix,13711083,RB/FLEX,3000,LAR@PIT 11/10/2019 04:25PM ET,PIT,0.8
WR,JoJo Natson (13711248),JoJo Natson,13711248,WR/FLEX,3000,LAR@PIT 11/10/2019 04:25PM ET,LAR,0
WR,Ryan Switzer (13711301),Ryan Switzer,13711301,WR/FLEX,3000,LAR@PIT 11/10/2019 04:25PM ET,PIT,1.34
WR,Johnny Holton (13711358),Johnny Holton,13711358,WR/FLEX,3000,LAR@PIT 11/10/2019 04:25PM ET,PIT,0.16
WR,Mike Thomas (13711456),Mike Thomas,13711456,WR/FLEX,3000,LAR@PIT 11/10/2019 04:25PM ET,LAR,0
RB,Tony Brooks-James (13711466),Tony Brooks-James,13711466,RB/FLEX,3000,LAR@PIT 11/10/2019 04:25PM ET,PIT,0
RB,John Kelly (13711546),John Kelly,13711546,RB/FLEX,3000,LAR@PIT 11/10/2019 04:25PM ET,LAR,0.3
RB,Ameer Abdullah (13711131),Ameer Abdullah,13711131,RB/FLEX,3000,MIN@DAL 11/10/2019 08:20PM ET,MIN,1.73
WR,Devin Smith (13711172),Devin Smith,13711172,WR/FLEX,3000,MIN@DAL 11/10/2019 08:20PM ET,DAL,5.58
WR,Ventell Bryant (13711488),Ventell Bryant,13711488,WR/FLEX,3000,MIN@DAL 11/10/2019 08:20PM ET,DAL,0
RB,Mike Boone (13711503),Mike Boone,13711503,RB/FLEX,3000,MIN@DAL 11/10/2019 08:20PM ET,MIN,0.31
WR,Cedrick Wilson (13711592),Cedrick Wilson,13711592,WR/FLEX,3000,MIN@DAL 11/10/2019 08:20PM ET,DAL,1.92
RB,C.J. Ham (13711604),C.J. Ham,13711604,RB/FLEX,3000,MIN@DAL 11/10/2019 08:20PM ET,MIN,2.22
DST,Lions  (13710912),Lions ,13710912,DST,2900,DET@CHI 11/10/2019 01:00PM ET,DET,6
DST,Bills  (13710907),Bills ,13710907,DST,2900,BUF@CLE 11/10/2019 01:00PM ET,BUF,8
TE,Demetrius Harris (13711158),Demetrius Harris,13711158,TE/FLEX,2900,BUF@CLE 11/10/2019 01:00PM ET,CLE,3.55
TE,Charles Clay (13710987),Charles Clay,13710987,TE/FLEX,2900,ARI@TB 11/10/2019 01:00PM ET,ARI,3.16
TE,Trey Burton (13711075),Trey Burton,13711075,TE/FLEX,2800,DET@CHI 11/10/2019 01:00PM ET,CHI,3.2
TE,Ricky Seals-Jones (13711344),Ricky Seals-Jones,13711344,TE/FLEX,2800,BUF@CLE 11/10/2019 01:00PM ET,CLE,5.21
TE,Dawson Knox (13711575),Dawson Knox,13711575,TE/FLEX,2800,BUF@CLE 11/10/2019 01:00PM ET,BUF,5.01
DST,Giants  (13710921),Giants ,13710921,DST,2800,NYG@NYJ 11/10/2019 01:00PM ET,NYG,7.44
TE,Blake Jarwin (13711290),Blake Jarwin,13711290,TE/FLEX,2800,MIN@DAL 11/10/2019 08:20PM ET,DAL,5.78
DST,Jets  (13710922),Jets ,13710922,DST,2700,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,6.75
DST,Buccaneers  (13710927),Buccaneers ,13710927,DST,2700,ARI@TB 11/10/2019 01:00PM ET,TB,6.38
TE,Maxx Williams (13711207),Maxx Williams,13711207,TE/FLEX,2700,ARI@TB 11/10/2019 01:00PM ET,ARI,3.16
DST,Chiefs  (13710916),Chiefs ,13710916,DST,2700,KC@TEN 11/10/2019 01:00PM ET,KC,7.56
TE,Tyler Higbee (13711160),Tyler Higbee,13711160,TE/FLEX,2700,LAR@PIT 11/10/2019 04:25PM ET,LAR,5.86
TE,Irv Smith Jr. (13711630),Irv Smith Jr.,13711630,TE/FLEX,2700,MIN@DAL 11/10/2019 08:20PM ET,MIN,4.41
DST,Seahawks  (13710926),Seahawks ,13710926,DST,2600,SEA@SF 11/11/2019 08:15PM ET,SEA,6.56
TE,Luke Willson (13711027),Luke Willson,13711027,TE/FLEX,2600,SEA@SF 11/11/2019 08:15PM ET,SEA,2.65
TE,Adam Shaheen (13711640),Adam Shaheen,13711640,TE/FLEX,2600,DET@CHI 11/10/2019 01:00PM ET,CHI,2.18
TE,Tyler Kroft (13711137),Tyler Kroft,13711137,TE/FLEX,2600,BUF@CLE 11/10/2019 01:00PM ET,BUF,1.73
TE,Stephen Carlson (13711559),Stephen Carlson,13711559,TE/FLEX,2600,BUF@CLE 11/10/2019 01:00PM ET,CLE,0
DST,Panthers  (13710928),Panthers ,13710928,DST,2600,CAR@GB 11/10/2019 04:25PM ET,CAR,10.75
TE,Jace Sternberger (13711531),Jace Sternberger,13711531,TE/FLEX,2600,CAR@GB 11/10/2019 04:25PM ET,GB,0
DST,Steelers  (13710924),Steelers ,13710924,DST,2600,LAR@PIT 11/10/2019 04:25PM ET,PIT,11.75
TE,Kyle Nelson (13710967),Kyle Nelson,13710967,TE/FLEX,2500,SEA@SF 11/11/2019 08:15PM ET,SF,0
TE,Tyler Ott (13711091),Tyler Ott,13711091,TE/FLEX,2500,SEA@SF 11/11/2019 08:15PM ET,SEA,0
TE,Patrick Scales (13710992),Patrick Scales,13710992,TE/FLEX,2500,DET@CHI 11/10/2019 01:00PM ET,CHI,0
TE,Logan Thomas (13711063),Logan Thomas,13711063,TE/FLEX,2500,DET@CHI 11/10/2019 01:00PM ET,DET,1.84
TE,Ben Braunecker (13711224),Ben Braunecker,13711224,TE/FLEX,2500,DET@CHI 11/10/2019 01:00PM ET,CHI,0.55
TE,J.P. Holtz (13711244),J.P. Holtz,13711244,TE/FLEX,2500,DET@CHI 11/10/2019 01:00PM ET,CHI,0.61
TE,Clark Harris (13710941),Clark Harris,13710941,TE/FLEX,2500,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
TE,C.J. Uzomah (13711142),C.J. Uzomah,13711142,TE/FLEX,2500,BAL@CIN 11/10/2019 01:00PM ET,CIN,2.52
TE,Nick Boyle (13711194),Nick Boyle,13711194,TE/FLEX,2500,BAL@CIN 11/10/2019 01:00PM ET,BAL,5.02
TE,Cethan Carter (13711304),Cethan Carter,13711304,TE/FLEX,2500,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
TE,Drew Sample (13711484),Drew Sample,13711484,TE/FLEX,2500,BAL@CIN 11/10/2019 01:00PM ET,CIN,0.84
TE,Hayden Hurst (13711561),Hayden Hurst,13711561,TE/FLEX,2500,BAL@CIN 11/10/2019 01:00PM ET,BAL,4.7
DST,Browns  (13710910),Browns ,13710910,DST,2500,BUF@CLE 11/10/2019 01:00PM ET,CLE,6.12
TE,Lee Smith (13710971),Lee Smith,13710971,TE/FLEX,2500,BUF@CLE 11/10/2019 01:00PM ET,BUF,1.64
TE,Pharaoh Brown (13711226),Pharaoh Brown,13711226,TE/FLEX,2500,BUF@CLE 11/10/2019 01:00PM ET,CLE,0.67
TE,Rico Gathers (13711272),Rico Gathers,13711272,TE/FLEX,2500,BUF@CLE 11/10/2019 01:00PM ET,CLE,0
TE,Tommy Sweeney (13711472),Tommy Sweeney,13711472,TE/FLEX,2500,BUF@CLE 11/10/2019 01:00PM ET,BUF,1.36
TE,Marcedes Lewis (13710937),Marcedes Lewis,13710937,TE/FLEX,2500,CAR@GB 11/10/2019 04:25PM ET,GB,2.56
TE,Chris Manhertz (13711122),Chris Manhertz,13711122,TE/FLEX,2500,CAR@GB 11/10/2019 04:25PM ET,CAR,0
TE,Robert Tonyan (13711222),Robert Tonyan,13711222,TE/FLEX,2500,CAR@GB 11/10/2019 04:25PM ET,GB,2.12
TE,Ian Thomas (13711626),Ian Thomas,13711626,TE/FLEX,2500,CAR@GB 11/10/2019 04:25PM ET,CAR,0
TE,Luke Stocker (13710973),Luke Stocker,13710973,TE/FLEX,2500,ATL@NO 11/10/2019 01:00PM ET,ATL,1.18
TE,Jaeden Graham (13711446),Jaeden Graham,13711446,TE/FLEX,2500,ATL@NO 11/10/2019 01:00PM ET,ATL,0.65
TE,Dan Arnold (13711650),Dan Arnold,13711650,TE/FLEX,2500,ATL@NO 11/10/2019 01:00PM ET,NO,2.25
TE,Rhett Ellison (13710983),Rhett Ellison,13710983,TE/FLEX,2500,NYG@NYJ 11/10/2019 01:00PM ET,NYG,3.72
TE,Daniel Brown (13711119),Daniel Brown,13711119,TE/FLEX,2500,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0
TE,Trevon Wesco (13711610),Trevon Wesco,13711610,TE/FLEX,2500,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0
TE,Kaden Smith (13711624),Kaden Smith,13711624,TE/FLEX,2500,NYG@NYJ 11/10/2019 01:00PM ET,NYG,0
TE,Jordan Leggett (13711319),Jordan Leggett,13711319,TE/FLEX,2500,ARI@TB 11/10/2019 01:00PM ET,TB,0
TE,Darrell Daniels (13711352),Darrell Daniels,13711352,TE/FLEX,2500,ARI@TB 11/10/2019 01:00PM ET,ARI,0
TE,Antony Auclair (13711646),Antony Auclair,13711646,TE/FLEX,2500,ARI@TB 11/10/2019 01:00PM ET,TB,0.26
TE,Tanner Hudson (13711654),Tanner Hudson,13711654,TE/FLEX,2500,ARI@TB 11/10/2019 01:00PM ET,TB,1.1
TE,Beau Brinkley (13711017),Beau Brinkley,13711017,TE/FLEX,2500,KC@TEN 11/10/2019 01:00PM ET,TEN,0
TE,James Winchester (13711038),James Winchester,13711038,TE/FLEX,2500,KC@TEN 11/10/2019 01:00PM ET,KC,0
TE,Blake Bell (13711077),Blake Bell,13711077,TE/FLEX,2500,KC@TEN 11/10/2019 01:00PM ET,KC,0.44
TE,MyCole Pruitt (13711087),MyCole Pruitt,13711087,TE/FLEX,2500,KC@TEN 11/10/2019 01:00PM ET,TEN,0
TE,Deon Yelder (13711372),Deon Yelder,13711372,TE/FLEX,2500,KC@TEN 11/10/2019 01:00PM ET,KC,0.9
TE,Anthony Firkser (13711388),Anthony Firkser,13711388,TE/FLEX,2500,KC@TEN 11/10/2019 01:00PM ET,TEN,1.81
TE,Clive Walford (13711093),Clive Walford,13711093,TE/FLEX,2500,MIA@IND 11/10/2019 04:05PM ET,MIA,0
TE,Mo Alie-Cox (13711292),Mo Alie-Cox,13711292,TE/FLEX,2500,MIA@IND 11/10/2019 04:05PM ET,IND,1.24
TE,Durham Smythe (13711366),Durham Smythe,13711366,TE/FLEX,2500,MIA@IND 11/10/2019 04:05PM ET,MIA,0.42
TE,Xavier Grimble (13711102),Xavier Grimble,13711102,TE/FLEX,2500,LAR@PIT 11/10/2019 04:25PM ET,PIT,0.43
TE,Nick Vannett (13711174),Nick Vannett,13711174,TE/FLEX,2500,LAR@PIT 11/10/2019 04:25PM ET,PIT,2.08
TE,Johnny Mundt (13711327),Johnny Mundt,13711327,TE/FLEX,2500,LAR@PIT 11/10/2019 04:25PM ET,LAR,0
