Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Brian Hoyer (13710956),Brian Hoyer,13710956,QB,5900,MIA@IND 11/10/2019 04:05PM ET,IND,17.32
QB,Sam Darnold (13711550),Sam Darnold,13711550,QB,5800,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,12.82
WR,JuJu Smith-Schuster (13711470),JuJu Smith-Schuster,13711470,WR/FLEX,5800,LAR@PIT 11/10/2019 04:25PM ET,PIT,12.36
WR,DK Metcalf (13711634),DK Metcalf,13711634,WR/FLEX,5700,SEA@SF 11/11/2019 08:15PM ET,SEA,12.96
TE,Evan Engram (13711362),Evan Engram,13711362,TE/FLEX,5700,NYG@NYJ 11/10/2019 01:00PM ET,NYG,14.42
QB,Daniel Jones (13711549),Daniel Jones,13711549,QB,5700,NYG@NYJ 11/10/2019 01:00PM ET,NYG,16.73
RB,David Johnson (13711085),David Johnson,13711085,RB/FLEX,5700,ARI@TB 11/10/2019 01:00PM ET,ARI,17.36
RB,Tevin Coleman (13711266),Tevin Coleman,13711266,RB/FLEX,5600,SEA@SF 11/11/2019 08:15PM ET,SF,15.32
QB,Cam Newton (13710977),Cam Newton,13710977,QB,5600,CAR@GB 11/10/2019 04:25PM ET,CAR,11.34
WR,Robert Woods (13711104),Robert Woods,13711104,WR/FLEX,5600,LAR@PIT 11/10/2019 04:25PM ET,LAR,12.65
QB,Teddy Bridgewater (13711136),Teddy Bridgewater,13711136,QB,5500,ATL@NO 11/10/2019 01:00PM ET,NO,13.64
TE,Austin Hooper (13711323),Austin Hooper,13711323,TE/FLEX,5500,ATL@NO 11/10/2019 01:00PM ET,ATL,18.64
WR,Larry Fitzgerald (13710948),Larry Fitzgerald,13710948,WR/FLEX,5500,ARI@TB 11/10/2019 01:00PM ET,ARI,12.06
RB,Kenyan Drake (13711258),Kenyan Drake,13711258,RB/FLEX,5500,ARI@TB 11/10/2019 01:00PM ET,ARI,12.43
WR,Calvin Ridley (13711573),Calvin Ridley,13711573,WR/FLEX,5400,ATL@NO 11/10/2019 01:00PM ET,ATL,13.29
RB,David Montgomery (13711636),David Montgomery,13711636,RB/FLEX,5300,DET@CHI 11/10/2019 01:00PM ET,CHI,12.99
WR,Zach Pascal (13711220),Zach Pascal,13711220,WR/FLEX,5300,MIA@IND 11/10/2019 04:05PM ET,IND,9.91
TE,Mark Andrews (13711393),Mark Andrews,13711393,TE/FLEX,5200,BAL@CIN 11/10/2019 01:00PM ET,BAL,13.5
RB,Jamaal Williams (13711264),Jamaal Williams,13711264,RB/FLEX,5200,CAR@GB 11/10/2019 04:25PM ET,GB,12.92
WR,DJ Moore (13711538),DJ Moore,13711538,WR/FLEX,5200,CAR@GB 11/10/2019 04:25PM ET,CAR,13.99
WR,Christian Kirk (13711509),Christian Kirk,13711509,WR/FLEX,5200,ARI@TB 11/10/2019 01:00PM ET,ARI,12.73
QB,Ryan Fitzpatrick (13710933),Ryan Fitzpatrick,13710933,QB,5200,MIA@IND 11/10/2019 04:05PM ET,MIA,11.84
QB,Mitchell Trubisky (13711303),Mitchell Trubisky,13711303,QB,5100,DET@CHI 11/10/2019 01:00PM ET,CHI,10.18
WR,Marquise Brown (13711638),Marquise Brown,13711638,WR/FLEX,5100,BAL@CIN 11/10/2019 01:00PM ET,BAL,13.73
QB,Kyle Allen (13711410),Kyle Allen,13711410,QB,5100,CAR@GB 11/10/2019 04:25PM ET,CAR,13.31
RB,Devonta Freeman (13711140),Devonta Freeman,13711140,RB/FLEX,5100,ATL@NO 11/10/2019 01:00PM ET,ATL,13.94
QB,Ryan Tannehill (13710978),Ryan Tannehill,13710978,QB,5100,KC@TEN 11/10/2019 01:00PM ET,TEN,15.16
WR,Sammy Watkins (13711154),Sammy Watkins,13711154,WR/FLEX,5100,KC@TEN 11/10/2019 01:00PM ET,KC,14.61
QB,Andy Dalton (13710963),Andy Dalton,13710963,QB,5000,BAL@CIN 11/10/2019 01:00PM ET,CIN,18.52
QB,Robert Griffin III (13711001),Robert Griffin III,13711001,QB,5000,BAL@CIN 11/10/2019 01:00PM ET,BAL,7.1
QB,Baker Mayfield (13711354),Baker Mayfield,13711354,QB,5000,BUF@CLE 11/10/2019 01:00PM ET,CLE,14.38
RB,Devin Singletary (13711606),Devin Singletary,13711606,RB/FLEX,5000,BUF@CLE 11/10/2019 01:00PM ET,BUF,13.4
WR,Jamison Crowder (13711150),Jamison Crowder,13711150,WR/FLEX,5000,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,11.24
WR,Sterling Shepard (13711232),Sterling Shepard,13711232,WR/FLEX,5000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,16.72
RB,Chase Edmonds (13711450),Chase Edmonds,13711450,RB/FLEX,5000,ARI@TB 11/10/2019 01:00PM ET,ARI,10.62
QB,Marcus Mariota (13711187),Marcus Mariota,13711187,QB,5000,KC@TEN 11/10/2019 01:00PM ET,TEN,14.84
WR,Brandin Cooks (13711188),Brandin Cooks,13711188,WR/FLEX,5000,LAR@PIT 11/10/2019 04:25PM ET,LAR,10.16
RB,Matt Breida (13711368),Matt Breida,13711368,RB/FLEX,4900,SEA@SF 11/11/2019 08:15PM ET,SF,11.84
WR,Jarvis Landry (13711128),Jarvis Landry,13711128,WR/FLEX,4900,BUF@CLE 11/10/2019 01:00PM ET,CLE,12.69
QB,Matt Schaub (13710951),Matt Schaub,13710951,QB,4900,ATL@NO 11/10/2019 01:00PM ET,ATL,10.63
QB,Matt Moore (13710939),Matt Moore,13710939,QB,4900,KC@TEN 11/10/2019 01:00PM ET,KC,10.62
RB,Damien Williams (13711234),Damien Williams,13711234,RB/FLEX,4900,KC@TEN 11/10/2019 01:00PM ET,KC,11.19
QB,Mason Rudolph (13711421),Mason Rudolph,13711421,QB,4900,LAR@PIT 11/10/2019 04:25PM ET,PIT,13.65
QB,Ryan Finley (13711308),Ryan Finley,13711308,QB,4800,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
RB,Gus Edwards (13711325),Gus Edwards,13711325,RB/FLEX,4800,BAL@CIN 11/10/2019 01:00PM ET,BAL,4.88
WR,DeVante Parker (13711156),DeVante Parker,13711156,WR/FLEX,4800,MIA@IND 11/10/2019 04:05PM ET,MIA,11.5
RB,Tony Pollard (13711555),Tony Pollard,13711555,RB/FLEX,4800,MIN@DAL 11/10/2019 08:20PM ET,DAL,5.09
WR,Danny Amendola (13710954),Danny Amendola,13710954,WR/FLEX,4700,DET@CHI 11/10/2019 01:00PM ET,DET,11.51
WR,Tyler Boyd (13711336),Tyler Boyd,13711336,WR/FLEX,4700,BAL@CIN 11/10/2019 01:00PM ET,CIN,14.52
RB,Joe Mixon (13711395),Joe Mixon,13711395,RB/FLEX,4700,BAL@CIN 11/10/2019 01:00PM ET,CIN,10
WR,Robby Anderson (13711192),Robby Anderson,13711192,WR/FLEX,4700,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,8.28
QB,Josh Rosen (13711526),Josh Rosen,13711526,QB,4700,MIA@IND 11/10/2019 04:05PM ET,MIA,4.60
WR,Preston Williams (13711529),Preston Williams,13711529,WR/FLEX,4700,MIA@IND 11/10/2019 04:05PM ET,MIA,11.48
QB,Chase Daniel (13710962),Chase Daniel,13710962,QB,4600,DET@CHI 11/10/2019 01:00PM ET,CHI,13.82
WR,Curtis Samuel (13711402),Curtis Samuel,13711402,WR/FLEX,4600,CAR@GB 11/10/2019 04:25PM ET,CAR,12.41
QB,Eli Manning (13710947),Eli Manning,13710947,QB,4600,NYG@NYJ 11/10/2019 01:00PM ET,NYG,15.52
RB,Malcolm Brown (13711162),Malcolm Brown,13711162,RB/FLEX,4600,LAR@PIT 11/10/2019 04:25PM ET,LAR,4.9
QB,Devlin Hodges (13711479),Devlin Hodges,13711479,QB,4600,LAR@PIT 11/10/2019 04:25PM ET,PIT,6.9
WR,Marquez Valdes-Scantling (13711334),Marquez Valdes-Scantling,13711334,WR/FLEX,4500,CAR@GB 11/10/2019 04:25PM ET,GB,8.88
RB,Kalen Ballage (13711391),Kalen Ballage,13711391,RB/FLEX,4500,MIA@IND 11/10/2019 04:05PM ET,MIA,3.38
RB,Nyheim Hines (13711553),Nyheim Hines,13711553,RB/FLEX,4500,MIA@IND 11/10/2019 04:05PM ET,IND,5.88
TE,Gerald Everett (13711494),Gerald Everett,13711494,TE/FLEX,4500,LAR@PIT 11/10/2019 04:25PM ET,LAR,8.84
RB,Alexander Mattison (13711628),Alexander Mattison,13711628,RB/FLEX,4500,MIN@DAL 11/10/2019 08:20PM ET,MIN,4.76
RB,Rashaad Penny (13711499),Rashaad Penny,13711499,RB/FLEX,4400,SEA@SF 11/11/2019 08:15PM ET,SEA,4.82
QB,Matt Barkley (13711046),Matt Barkley,13711046,QB,4400,BUF@CLE 11/10/2019 01:00PM ET,BUF,4.08
QB,David Fales (13711069),David Fales,13711069,QB,4400,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0
QB,Brett Hundley (13711130),Brett Hundley,13711130,QB,4400,ARI@TB 11/10/2019 01:00PM ET,ARI,0
RB,LeSean McCoy (13710981),LeSean McCoy,13710981,RB/FLEX,4400,KC@TEN 11/10/2019 01:00PM ET,KC,9.56
WR,Corey Davis (13711309),Corey Davis,13711309,WR/FLEX,4400,KC@TEN 11/10/2019 01:00PM ET,TEN,8.6
RB,J.D. McKissic (13711190),J.D. McKissic,13711190,RB/FLEX,4300,DET@CHI 11/10/2019 01:00PM ET,DET,5.56
RB,Dontrell Hilliard (13711404),Dontrell Hilliard,13711404,RB/FLEX,4300,BUF@CLE 11/10/2019 01:00PM ET,CLE,5.24
RB,Ronald Jones II (13711551),Ronald Jones II,13711551,RB/FLEX,4300,ARI@TB 11/10/2019 01:00PM ET,TB,9.56
WR,A.J. Brown (13711632),A.J. Brown,13711632,WR/FLEX,4300,KC@TEN 11/10/2019 01:00PM ET,TEN,9.97
RB,Mark Walton (13711527),Mark Walton,13711527,RB/FLEX,4300,MIA@IND 11/10/2019 04:05PM ET,MIA,6.14
WR,Diontae Johnson (13711584),Diontae Johnson,13711584,WR/FLEX,4300,LAR@PIT 11/10/2019 04:25PM ET,PIT,9.21
QB,Geno Smith (13711072),Geno Smith,13711072,QB,4200,SEA@SF 11/11/2019 08:15PM ET,SEA,0
QB,Nick Mullens (13711355),Nick Mullens,13711355,QB,4200,SEA@SF 11/11/2019 08:15PM ET,SF,-0.3
RB,Tarik Cohen (13711384),Tarik Cohen,13711384,RB/FLEX,4200,DET@CHI 11/10/2019 01:00PM ET,CHI,8.2
QB,Tim Boyle (13711333),Tim Boyle,13711333,QB,4200,CAR@GB 11/10/2019 04:25PM ET,GB,-0.3
RB,Wayne Gallman Jr. (13711321),Wayne Gallman Jr.,13711321,RB/FLEX,4200,NYG@NYJ 11/10/2019 01:00PM ET,NYG,5.95
WR,Darius Slayton (13711557),Darius Slayton,13711557,WR/FLEX,4200,NYG@NYJ 11/10/2019 01:00PM ET,NYG,8.9
QB,Ryan Griffin (13711029),Ryan Griffin,13711029,QB,4200,ARI@TB 11/10/2019 01:00PM ET,TB,0
QB,Blake Bortles (13711121),Blake Bortles,13711121,QB,4200,LAR@PIT 11/10/2019 04:25PM ET,LAR,0
QB,Jeff Driskel (13711139),Jeff Driskel,13711139,QB,4100,DET@CHI 11/10/2019 01:00PM ET,DET,0
QB,David Blough (13711401),David Blough,13711401,QB,4100,DET@CHI 11/10/2019 01:00PM ET,DET,0
RB,Ty Johnson (13711536),Ty Johnson,13711536,RB/FLEX,4100,DET@CHI 11/10/2019 01:00PM ET,DET,3.9
QB,Jake Dolegala (13711583),Jake Dolegala,13711583,QB,4100,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
WR,Cole Beasley (13711010),Cole Beasley,13711010,WR/FLEX,4100,BUF@CLE 11/10/2019 01:00PM ET,BUF,11.09
QB,Garrett Gilbert (13711060),Garrett Gilbert,13711060,QB,4100,BUF@CLE 11/10/2019 01:00PM ET,CLE,0
QB,Will Grier (13711390),Will Grier,13711390,QB,4100,CAR@GB 11/10/2019 04:25PM ET,CAR,0
TE,Jared Cook (13710960),Jared Cook,13710960,TE/FLEX,4100,ATL@NO 11/10/2019 01:00PM ET,NO,7.3
RB,Ito Smith (13711454),Ito Smith,13711454,RB/FLEX,4100,ATL@NO 11/10/2019 01:00PM ET,ATL,5.19
RB,Ty Montgomery (13711146),Ty Montgomery,13711146,RB/FLEX,4100,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,1.65
WR,Chester Rogers (13711282),Chester Rogers,13711282,WR/FLEX,4100,MIA@IND 11/10/2019 04:05PM ET,IND,4.44
RB,Darrell Henderson Jr. (13711602),Darrell Henderson Jr.,13711602,RB/FLEX,4100,LAR@PIT 11/10/2019 04:25PM ET,LAR,3.27
QB,Sean Mannion (13711112),Sean Mannion,13711112,QB,4100,MIN@DAL 11/10/2019 08:20PM ET,MIN,-0.2
QB,Cooper Rush (13711257),Cooper Rush,13711257,QB,4100,MIN@DAL 11/10/2019 08:20PM ET,DAL,0
WR,Marquise Goodwin (13711061),Marquise Goodwin,13711061,WR/FLEX,4000,SEA@SF 11/11/2019 08:15PM ET,SF,6.1
QB,C.J. Beathard (13711239),C.J. Beathard,13711239,QB,4000,SEA@SF 11/11/2019 08:15PM ET,SF,0
WR,Taylor Gabriel (13711378),Taylor Gabriel,13711378,WR/FLEX,4000,DET@CHI 11/10/2019 01:00PM ET,CHI,10.15
DST,Ravens  (13710929),Ravens ,13710929,DST,4000,BAL@CIN 11/10/2019 01:00PM ET,BAL,7.12
RB,Giovani Bernard (13711081),Giovani Bernard,13711081,RB/FLEX,4000,BAL@CIN 11/10/2019 01:00PM ET,CIN,4.82
WR,Willie Snead IV (13711133),Willie Snead IV,13711133,WR/FLEX,4000,BAL@CIN 11/10/2019 01:00PM ET,BAL,6.62
QB,Trace McSorley (13711478),Trace McSorley,13711478,QB,4000,BAL@CIN 11/10/2019 01:00PM ET,BAL,0
WR,Auden Tate (13711569),Auden Tate,13711569,WR/FLEX,4000,BAL@CIN 11/10/2019 01:00PM ET,CIN,10.16
RB,Frank Gore (13710931),Frank Gore,13710931,RB/FLEX,4000,BUF@CLE 11/10/2019 01:00PM ET,BUF,8.81
TE,Jimmy Graham (13710958),Jimmy Graham,13710958,TE/FLEX,4000,CAR@GB 11/10/2019 04:25PM ET,GB,7.57
RB,Jordan Scarlett (13711544),Jordan Scarlett,13711544,RB/FLEX,4000,CAR@GB 11/10/2019 04:25PM ET,CAR,0.15
QB,Taysom Hill (13711055),Taysom Hill,13711055,QB,4000,ATL@NO 11/10/2019 01:00PM ET,NO,5.56
QB,Alex Tanney (13711202),Alex Tanney,13711202,QB,4000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,0
QB,Blaine Gabbert (13711016),Blaine Gabbert,13711016,QB,4000,ARI@TB 11/10/2019 01:00PM ET,TB,0
QB,Chad Henne (13710957),Chad Henne,13710957,QB,4000,KC@TEN 11/10/2019 01:00PM ET,KC,0
WR,Mecole Hardman (13711614),Mecole Hardman,13711614,WR/FLEX,4000,KC@TEN 11/10/2019 01:00PM ET,KC,8.91
QB,Chad Kelly (13711215),Chad Kelly,13711215,QB,4000,MIA@IND 11/10/2019 04:05PM ET,IND,0
RB,Jordan Wilkins (13711364),Jordan Wilkins,13711364,RB/FLEX,4000,MIA@IND 11/10/2019 04:05PM ET,IND,2.65
QB,Ben Roethlisberger (13710950),Ben Roethlisberger,13710950,QB,4000,LAR@PIT 11/10/2019 04:25PM ET,PIT,6.87
QB,Paxton Lynch (13711250),Paxton Lynch,13711250,QB,4000,LAR@PIT 11/10/2019 04:25PM ET,PIT,0
WR,Randall Cobb (13711025),Randall Cobb,13711025,WR/FLEX,4000,MIN@DAL 11/10/2019 08:20PM ET,DAL,8.36
TE,T.J. Hockenson (13711622),T.J. Hockenson,13711622,TE/FLEX,3900,DET@CHI 11/10/2019 01:00PM ET,DET,8.32
WR,Alex Erickson (13711211),Alex Erickson,13711211,WR/FLEX,3900,BAL@CIN 11/10/2019 01:00PM ET,CIN,7.85
WR,Geronimo Allison (13711399),Geronimo Allison,13711399,WR/FLEX,3900,CAR@GB 11/10/2019 04:25PM ET,GB,5.8
RB,Brian Hill (13711424),Brian Hill,13711424,RB/FLEX,3900,ATL@NO 11/10/2019 01:00PM ET,ATL,3.35
WR,KeeSean Johnson (13711492),KeeSean Johnson,13711492,WR/FLEX,3900,ARI@TB 11/10/2019 01:00PM ET,ARI,5.58
RB,Dion Lewis (13711047),Dion Lewis,13711047,RB/FLEX,3900,KC@TEN 11/10/2019 01:00PM ET,TEN,4.03
TE,Eric Ebron (13711170),Eric Ebron,13711170,TE/FLEX,3900,MIA@IND 11/10/2019 04:05PM ET,IND,7.6
WR,Allen Lazard (13711486),Allen Lazard,13711486,WR/FLEX,3800,CAR@GB 11/10/2019 04:25PM ET,GB,4.48
TE,Chris Herndon (13711438),Chris Herndon,13711438,TE/FLEX,3800,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0
WR,Parris Campbell (13711474),Parris Campbell,13711474,WR/FLEX,3800,MIA@IND 11/10/2019 04:05PM ET,IND,5.82
TE,Vance McDonald (13711049),Vance McDonald,13711049,TE/FLEX,3800,LAR@PIT 11/10/2019 04:25PM ET,PIT,8.23
WR,Josh Reynolds (13711411),Josh Reynolds,13711411,WR/FLEX,3800,LAR@PIT 11/10/2019 04:25PM ET,LAR,2.7
RB,Benny Snell Jr. (13711612),Benny Snell Jr.,13711612,RB/FLEX,3800,LAR@PIT 11/10/2019 04:25PM ET,PIT,2.03
WR,Olabisi Johnson (13711521),Olabisi Johnson,13711521,WR/FLEX,3800,MIN@DAL 11/10/2019 08:20PM ET,MIN,4.94
WR,Josh Gordon (13711058),Josh Gordon,13711058,WR/FLEX,3700,SEA@SF 11/11/2019 08:15PM ET,SEA,9.13
WR,Deebo Samuel (13711464),Deebo Samuel,13711464,WR/FLEX,3700,SEA@SF 11/11/2019 08:15PM ET,SF,8.77
RB,Justice Hill (13711620),Justice Hill,13711620,RB/FLEX,3700,BAL@CIN 11/10/2019 01:00PM ET,BAL,1.68
RB,Reggie Bonnafon (13711436),Reggie Bonnafon,13711436,RB/FLEX,3700,CAR@GB 11/10/2019 04:25PM ET,CAR,2.31
DST,Saints  (13710920),Saints ,13710920,DST,3700,ATL@NO 11/10/2019 01:00PM ET,NO,9
WR,Ted Ginn Jr. (13710952),Ted Ginn Jr.,13710952,WR/FLEX,3700,ATL@NO 11/10/2019 01:00PM ET,NO,7.49
TE,Cameron Brate (13711089),Cameron Brate,13711089,TE/FLEX,3700,ARI@TB 11/10/2019 01:00PM ET,TB,5.26
RB,Peyton Barber (13711342),Peyton Barber,13711342,RB/FLEX,3700,ARI@TB 11/10/2019 01:00PM ET,TB,7
TE,Delanie Walker (13710943),Delanie Walker,13710943,TE/FLEX,3700,KC@TEN 11/10/2019 01:00PM ET,TEN,7.79
WR,Demarcus Robinson (13711296),Demarcus Robinson,13711296,WR/FLEX,3700,KC@TEN 11/10/2019 01:00PM ET,KC,8.48
TE,Jason Witten (13710934),Jason Witten,13710934,TE/FLEX,3700,MIN@DAL 11/10/2019 08:20PM ET,DAL,9.64
WR,Chad Beebe (13711348),Chad Beebe,13711348,WR/FLEX,3700,MIN@DAL 11/10/2019 08:20PM ET,MIN,3
DST,49ers  (13710925),49ers ,13710925,DST,3600,SEA@SF 11/11/2019 08:15PM ET,SF,13.12
WR,Miles Boykin (13711577),Miles Boykin,13711577,WR/FLEX,3600,BAL@CIN 11/10/2019 01:00PM ET,BAL,4.26
TE,Greg Olsen (13710945),Greg Olsen,13710945,TE/FLEX,3600,CAR@GB 11/10/2019 04:25PM ET,CAR,9.39
RB,Qadree Ollison (13711448),Qadree Ollison,13711448,RB/FLEX,3600,ATL@NO 11/10/2019 01:00PM ET,ATL,0
TE,Jack Doyle (13711042),Jack Doyle,13711042,TE/FLEX,3600,MIA@IND 11/10/2019 04:05PM ET,IND,7.4
WR,James Washington (13711460),James Washington,13711460,WR/FLEX,3600,LAR@PIT 11/10/2019 04:25PM ET,PIT,5.29
WR,Dante Pettis (13711482),Dante Pettis,13711482,WR/FLEX,3500,SEA@SF 11/11/2019 08:15PM ET,SF,4.32
WR,Anthony Miller (13711360),Anthony Miller,13711360,WR/FLEX,3500,DET@CHI 11/10/2019 01:00PM ET,CHI,4.5
