Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Ty Montgomery (13580944),Ty Montgomery,13580944,RB/FLEX,3700,NE@NYJ 10/21/2019 08:15PM ET,NYJ,2.46
TE,Jason Witten (13580707),Jason Witten,13580707,TE/FLEX,3700,PHI@DAL 10/20/2019 08:20PM ET,DAL,9.33
WR,Tavon Austin (13580869),Tavon Austin,13580869,WR/FLEX,3700,PHI@DAL 10/20/2019 08:20PM ET,DAL,4.68
WR,Jaron Brown (13580811),Jaron Brown,13580811,WR/FLEX,3700,BAL@SEA 10/20/2019 04:25PM ET,SEA,6.08
RB,C.J. Prosise (13581100),C.J. Prosise,13581100,RB/FLEX,3700,BAL@SEA 10/20/2019 04:25PM ET,SEA,4.6
WR,Malik Turner (13581263),Malik Turner,13581263,WR/FLEX,3700,BAL@SEA 10/20/2019 04:25PM ET,SEA,2.05
RB,Justin Jackson (13581267),Justin Jackson,13581267,RB/FLEX,3700,LAC@TEN 10/20/2019 04:05PM ET,LAC,7.17
WR,Chester Rogers (13581108),Chester Rogers,13581108,WR/FLEX,3700,HOU@IND 10/20/2019 01:00PM ET,IND,3.84
RB,Qadree Ollison (13581276),Qadree Ollison,13581276,RB/FLEX,3700,LAR@ATL 10/20/2019 01:00PM ET,ATL,0
TE,Gerald Everett (13581329),Gerald Everett,13581329,TE/FLEX,3700,LAR@ATL 10/20/2019 01:00PM ET,LAR,8.7
WR,Ted Ginn Jr. (13580728),Ted Ginn Jr.,13580728,WR/FLEX,3600,NO@CHI 10/20/2019 04:25PM ET,NO,7.82
TE,Jared Cook (13580741),Jared Cook,13580741,TE/FLEX,3600,NO@CHI 10/20/2019 04:25PM ET,NO,7.3
RB,Jonathan Williams (13581074),Jonathan Williams,13581074,RB/FLEX,3600,HOU@IND 10/20/2019 01:00PM ET,IND,0
WR,Keke Coutee (13581404),Keke Coutee,13581404,WR/FLEX,3600,HOU@IND 10/20/2019 01:00PM ET,HOU,4.78
WR,Jake Kumerow (13580910),Jake Kumerow,13580910,WR/FLEX,3600,OAK@GB 10/20/2019 01:00PM ET,GB,1.95
TE,T.J. Hockenson (13581461),T.J. Hockenson,13581461,TE/FLEX,3600,MIN@DET 10/20/2019 01:00PM ET,DET,9.74
WR,Albert Wilson (13580903),Albert Wilson,13580903,WR/FLEX,3600,MIA@BUF 10/20/2019 01:00PM ET,MIA,4.95
WR,Robert Foster (13581196),Robert Foster,13581196,WR/FLEX,3600,MIA@BUF 10/20/2019 01:00PM ET,BUF,0
RB,Kalen Ballage (13581216),Kalen Ballage,13581216,RB/FLEX,3600,MIA@BUF 10/20/2019 01:00PM ET,MIA,3.1
WR,Demaryius Thomas (13580765),Demaryius Thomas,13580765,WR/FLEX,3500,NE@NYJ 10/21/2019 08:15PM ET,NYJ,6.6
RB,Brandon Bolden (13580818),Brandon Bolden,13580818,RB/FLEX,3500,NE@NYJ 10/21/2019 08:15PM ET,NE,6.94
WR,Miles Boykin (13581420),Miles Boykin,13581420,WR/FLEX,3500,BAL@SEA 10/20/2019 04:25PM ET,BAL,4.43
WR,Javon Wims (13581455),Javon Wims,13581455,WR/FLEX,3500,NO@CHI 10/20/2019 04:25PM ET,CHI,2.28
RB,Wendell Smallwood (13581123),Wendell Smallwood,13581123,RB/FLEX,3500,SF@WAS 10/20/2019 01:00PM ET,WAS,1.47
WR,Cody Latimer (13581008),Cody Latimer,13581008,WR/FLEX,3500,ARI@NYG 10/20/2019 01:00PM ET,NYG,3.28
TE,Jack Doyle (13580834),Jack Doyle,13580834,TE/FLEX,3500,HOU@IND 10/20/2019 01:00PM ET,IND,6.56
WR,Darrius Shepherd (13581269),Darrius Shepherd,13581269,WR/FLEX,3500,OAK@GB 10/20/2019 01:00PM ET,GB,0.02
DST,Jaguars  (13580697),Jaguars ,13580697,DST,3500,JAX@CIN 10/20/2019 01:00PM ET,JAX,5.33
WR,Chris Conley (13580930),Chris Conley,13580930,WR/FLEX,3500,JAX@CIN 10/20/2019 01:00PM ET,JAX,7.38
WR,Marqise Lee (13580948),Marqise Lee,13580948,WR/FLEX,3500,JAX@CIN 10/20/2019 01:00PM ET,JAX,0.62
RB,Darrell Henderson Jr. (13581443),Darrell Henderson Jr.,13581443,RB/FLEX,3500,LAR@ATL 10/20/2019 01:00PM ET,LAR,1.45
RB,Bilal Powell (13580787),Bilal Powell,13580787,RB/FLEX,3400,NE@NYJ 10/21/2019 08:15PM ET,NYJ,0.3
RB,Darren Sproles (13580705),Darren Sproles,13580705,RB/FLEX,3400,PHI@DAL 10/20/2019 08:20PM ET,PHI,3
WR,Devin Smith (13580980),Devin Smith,13580980,WR/FLEX,3400,PHI@DAL 10/20/2019 08:20PM ET,DAL,5.58
WR,David Moore (13581486),David Moore,13581486,WR/FLEX,3400,BAL@SEA 10/20/2019 04:25PM ET,SEA,5.1
WR,Cordarrelle Patterson (13581051),Cordarrelle Patterson,13581051,WR/FLEX,3400,NO@CHI 10/20/2019 04:25PM ET,CHI,2.26
RB,Mike Davis (13581076),Mike Davis,13581076,RB/FLEX,3400,NO@CHI 10/20/2019 04:25PM ET,CHI,2.48
WR,Adam Humphries (13580954),Adam Humphries,13580954,WR/FLEX,3400,LAC@TEN 10/20/2019 04:05PM ET,TEN,6.67
WR,Trey Quinn (13581237),Trey Quinn,13581237,WR/FLEX,3400,SF@WAS 10/20/2019 01:00PM ET,WAS,6.42
TE,Rhett Ellison (13580777),Rhett Ellison,13580777,TE/FLEX,3400,ARI@NYG 10/20/2019 01:00PM ET,NYG,2.93
DST,Packers  (13580680),Packers ,13580680,DST,3400,OAK@GB 10/20/2019 01:00PM ET,GB,8.33
RB,Samaje Perine (13581224),Samaje Perine,13581224,RB/FLEX,3400,JAX@CIN 10/20/2019 01:00PM ET,CIN,0
WR,Jakeem Grant (13580968),Jakeem Grant,13580968,WR/FLEX,3400,MIA@BUF 10/20/2019 01:00PM ET,MIA,3.25
WR,Isaiah McKenzie (13581243),Isaiah McKenzie,13581243,WR/FLEX,3400,MIA@BUF 10/20/2019 01:00PM ET,BUF,4.5
WR,Josh Reynolds (13581239),Josh Reynolds,13581239,WR/FLEX,3400,LAR@ATL 10/20/2019 01:00PM ET,LAR,0.9
TE,Chris Herndon (13581272),Chris Herndon,13581272,TE/FLEX,3300,NE@NYJ 10/21/2019 08:15PM ET,NYJ,0
WR,Gunner Olszewski (13581498),Gunner Olszewski,13581498,WR/FLEX,3300,NE@NYJ 10/21/2019 08:15PM ET,NE,0.73
WR,Mack Hollins (13581106),Mack Hollins,13581106,WR/FLEX,3300,PHI@DAL 10/20/2019 08:20PM ET,PHI,3.75
WR,Tre'Quan Smith (13581325),Tre'Quan Smith,13581325,WR/FLEX,3300,NO@CHI 10/20/2019 04:25PM ET,NO,6.17
WR,Geremy Davis (13580912),Geremy Davis,13580912,WR/FLEX,3300,LAC@TEN 10/20/2019 04:05PM ET,LAC,1.36
TE,Vernon Davis (13580712),Vernon Davis,13580712,TE/FLEX,3300,SF@WAS 10/20/2019 01:00PM ET,WAS,7.08
WR,Cam Sims (13581255),Cam Sims,13581255,WR/FLEX,3300,SF@WAS 10/20/2019 01:00PM ET,WAS,0
RB,Derrius Guice (13581344),Derrius Guice,13581344,RB/FLEX,3300,SF@WAS 10/20/2019 01:00PM ET,WAS,6.8
WR,Russell Shepard (13580836),Russell Shepard,13580836,WR/FLEX,3300,ARI@NYG 10/20/2019 01:00PM ET,NYG,1.83
RB,Isaiah Crowell (13580992),Isaiah Crowell,13580992,RB/FLEX,3300,OAK@GB 10/20/2019 01:00PM ET,OAK,0
WR,Trevor Davis (13581019),Trevor Davis,13581019,WR/FLEX,3300,OAK@GB 10/20/2019 01:00PM ET,OAK,6.1
WR,Keelan Cole (13581212),Keelan Cole,13581212,WR/FLEX,3300,JAX@CIN 10/20/2019 01:00PM ET,JAX,0.48
TE,Dawson Knox (13581418),Dawson Knox,13581418,TE/FLEX,3300,MIA@BUF 10/20/2019 01:00PM ET,BUF,6.5
WR,Ventell Bryant (13581321),Ventell Bryant,13581321,WR/FLEX,3200,PHI@DAL 10/20/2019 08:20PM ET,DAL,0
TE,Trey Burton (13580874),Trey Burton,13580874,TE/FLEX,3200,NO@CHI 10/20/2019 04:25PM ET,CHI,4.18
DST,Titans  (13580681),Titans ,13580681,DST,3200,LAC@TEN 10/20/2019 04:05PM ET,TEN,9
RB,Troymaine Pope (13581104),Troymaine Pope,13581104,RB/FLEX,3200,LAC@TEN 10/20/2019 04:05PM ET,LAC,2.28
WR,Tajae Sharpe (13581110),Tajae Sharpe,13581110,WR/FLEX,3200,LAC@TEN 10/20/2019 04:05PM ET,TEN,2.6
WR,Andre Patton (13581167),Andre Patton,13581167,WR/FLEX,3200,LAC@TEN 10/20/2019 04:05PM ET,LAC,1.4
WR,Jordan Matthews (13580897),Jordan Matthews,13580897,WR/FLEX,3200,SF@WAS 10/20/2019 01:00PM ET,SF,0
WR,DeAndre Carter (13581016),DeAndre Carter,13581016,WR/FLEX,3200,HOU@IND 10/20/2019 01:00PM ET,HOU,-0.02
TE,Jordan Akins (13581323),Jordan Akins,13581323,TE/FLEX,3200,HOU@IND 10/20/2019 01:00PM ET,HOU,7.43
WR,Deon Cain (13581364),Deon Cain,13581364,WR/FLEX,3200,HOU@IND 10/20/2019 01:00PM ET,IND,1.84
RB,DeAndre Washington (13580970),DeAndre Washington,13580970,RB/FLEX,3200,OAK@GB 10/20/2019 01:00PM ET,OAK,5.14
WR,Alex Erickson (13581034),Alex Erickson,13581034,WR/FLEX,3200,JAX@CIN 10/20/2019 01:00PM ET,CIN,3.77
RB,Mark Walton (13581368),Mark Walton,13581368,RB/FLEX,3200,MIA@BUF 10/20/2019 01:00PM ET,MIA,5.42
WR,Josh Bellamy (13580892),Josh Bellamy,13580892,WR/FLEX,3100,NE@NYJ 10/21/2019 08:15PM ET,NYJ,0.8
RB,Jamize Olawale (13580916),Jamize Olawale,13580916,RB/FLEX,3100,PHI@DAL 10/20/2019 08:20PM ET,DAL,0
WR,Chris Moore (13580988),Chris Moore,13580988,WR/FLEX,3100,BAL@SEA 10/20/2019 04:25PM ET,BAL,0.63
RB,Justice Hill (13581459),Justice Hill,13581459,RB/FLEX,3100,BAL@SEA 10/20/2019 04:25PM ET,BAL,2.12
WR,Lil'Jordan Humphrey (13581451),Lil'Jordan Humphrey,13581451,WR/FLEX,3100,NO@CHI 10/20/2019 04:25PM ET,NO,0
WR,Deonte Harris (13581494),Deonte Harris,13581494,WR/FLEX,3100,NO@CHI 10/20/2019 04:25PM ET,NO,1.05
DST,Chargers  (13580693),Chargers ,13580693,DST,3100,LAC@TEN 10/20/2019 04:05PM ET,LAC,7
RB,Rod Smith (13580890),Rod Smith,13580890,RB/FLEX,3100,LAC@TEN 10/20/2019 04:05PM ET,TEN,0
RB,Dalyn Dawkins (13581178),Dalyn Dawkins,13581178,RB/FLEX,3100,LAC@TEN 10/20/2019 04:05PM ET,TEN,0.2
WR,Jason Moore (13581496),Jason Moore,13581496,WR/FLEX,3100,LAC@TEN 10/20/2019 04:05PM ET,LAC,6.3
WR,Steven Sims Jr. (13581372),Steven Sims Jr.,13581372,WR/FLEX,3100,SF@WAS 10/20/2019 01:00PM ET,WAS,3.67
WR,Pharoh Cooper (13581163),Pharoh Cooper,13581163,WR/FLEX,3100,ARI@NYG 10/20/2019 01:00PM ET,ARI,3.37
WR,Andy Isabella (13581379),Andy Isabella,13581379,WR/FLEX,3100,ARI@NYG 10/20/2019 01:00PM ET,ARI,0.32
TE,Darren Fells (13580733),Darren Fells,13580733,TE/FLEX,3100,HOU@IND 10/20/2019 01:00PM ET,HOU,8.15
RB,Tra Carson (13580997),Tra Carson,13580997,RB/FLEX,3100,OAK@GB 10/20/2019 01:00PM ET,GB,3.6
WR,Marcell Ateman (13581165),Marcell Ateman,13581165,WR/FLEX,3100,OAK@GB 10/20/2019 01:00PM ET,OAK,0
WR,Zay Jones (13581169),Zay Jones,13581169,WR/FLEX,3100,OAK@GB 10/20/2019 01:00PM ET,OAK,2.78
RB,Alec Ingold (13581390),Alec Ingold,13581390,RB/FLEX,3100,OAK@GB 10/20/2019 01:00PM ET,OAK,0.08
DST,Vikings  (13580686),Vikings ,13580686,DST,3100,MIN@DET 10/20/2019 01:00PM ET,MIN,8.67
WR,Marvin Hall (13580995),Marvin Hall,13580995,WR/FLEX,3100,MIN@DET 10/20/2019 01:00PM ET,DET,4.5
RB,Paul Perkins (13581053),Paul Perkins,13581053,RB/FLEX,3100,MIN@DET 10/20/2019 01:00PM ET,DET,0
WR,Chad Beebe (13581171),Chad Beebe,13581171,WR/FLEX,3100,MIN@DET 10/20/2019 01:00PM ET,MIN,3
WR,Tom Kennedy (13581311),Tom Kennedy,13581311,WR/FLEX,3100,MIN@DET 10/20/2019 01:00PM ET,DET,0
WR,Stanley Morgan (13581355),Stanley Morgan,13581355,WR/FLEX,3100,JAX@CIN 10/20/2019 01:00PM ET,CIN,0.8
WR,Allen Hurns (13580872),Allen Hurns,13580872,WR/FLEX,3100,MIA@BUF 10/20/2019 01:00PM ET,MIA,2.68
RB,Senorise Perry (13580894),Senorise Perry,13580894,RB/FLEX,3100,MIA@BUF 10/20/2019 01:00PM ET,BUF,0
WR,Isaiah Ford (13581309),Isaiah Ford,13581309,WR/FLEX,3100,MIA@BUF 10/20/2019 01:00PM ET,MIA,1.45
RB,John Kelly (13581381),John Kelly,13581381,RB/FLEX,3100,LAR@ATL 10/20/2019 01:00PM ET,LAR,0
WR,Matthew Slater (13580719),Matthew Slater,13580719,WR/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NE,0
RB,James Develin (13580768),James Develin,13580768,RB/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NE,0.15
RB,Jakob Johnson (13581218),Jakob Johnson,13581218,RB/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NE,0.38
WR,Braxton Berrios (13581226),Braxton Berrios,13581226,WR/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NYJ,0.98
WR,Vyncint Smith (13581340),Vyncint Smith,13581340,WR/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NYJ,4.7
RB,Damien Harris (13581414),Damien Harris,13581414,RB/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NE,0
WR,N'Keal Harry (13581431),N'Keal Harry,13581431,WR/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NE,0
RB,Trenton Cannon (13581488),Trenton Cannon,13581488,RB/FLEX,3000,NE@NYJ 10/21/2019 08:15PM ET,NYJ,0
RB,Boston Scott (13581186),Boston Scott,13581186,RB/FLEX,3000,PHI@DAL 10/20/2019 08:20PM ET,PHI,3
WR,JJ Arcega-Whiteside (13581426),JJ Arcega-Whiteside,13581426,WR/FLEX,3000,PHI@DAL 10/20/2019 08:20PM ET,PHI,0.57
WR,Cedrick Wilson (13581435),Cedrick Wilson,13581435,WR/FLEX,3000,PHI@DAL 10/20/2019 08:20PM ET,DAL,2.4
RB,Nick Bellore (13580771),Nick Bellore,13580771,RB/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,SEA,0.5
TE,Luke Willson (13580822),Luke Willson,13580822,TE/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,SEA,3.4
RB,Patrick Ricard (13581043),Patrick Ricard,13581043,RB/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,BAL,1.67
WR,Seth Roberts (13581112),Seth Roberts,13581112,WR/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,BAL,3.27
WR,Gary Jennings (13581374),Gary Jennings,13581374,WR/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,SEA,0
TE,Hayden Hurst (13581400),Hayden Hurst,13581400,TE/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,BAL,5.35
WR,John Ursua (13581428),John Ursua,13581428,WR/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,SEA,0
WR,Jaleel Scott (13581439),Jaleel Scott,13581439,WR/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,BAL,0
RB,Travis Homer (13581457),Travis Homer,13581457,RB/FLEX,3000,BAL@SEA 10/20/2019 04:25PM ET,SEA,0
DST,Bears  (13580676),Bears ,13580676,DST,3000,NO@CHI 10/20/2019 04:25PM ET,CHI,11.2
RB,Zach Line (13580804),Zach Line,13580804,RB/FLEX,3000,NO@CHI 10/20/2019 04:25PM ET,NO,0.22
WR,Austin Carr (13581062),Austin Carr,13581062,WR/FLEX,3000,NO@CHI 10/20/2019 04:25PM ET,NO,0
RB,Dwayne Washington (13581118),Dwayne Washington,13581118,RB/FLEX,3000,NO@CHI 10/20/2019 04:25PM ET,NO,0
WR,Riley Ridley (13581441),Riley Ridley,13581441,WR/FLEX,3000,NO@CHI 10/20/2019 04:25PM ET,CHI,0
WR,Travis Benjamin (13580814),Travis Benjamin,13580814,WR/FLEX,3000,LAC@TEN 10/20/2019 04:05PM ET,LAC,1.8
WR,Darius Jennings (13580976),Darius Jennings,13580976,WR/FLEX,3000,LAC@TEN 10/20/2019 04:05PM ET,TEN,0.62
RB,Derek Watt (13580986),Derek Watt,13580986,RB/FLEX,3000,LAC@TEN 10/20/2019 04:05PM ET,LAC,1.08
RB,Kyle Juszczyk (13580846),Kyle Juszczyk,13580846,RB/FLEX,3000,SF@WAS 10/20/2019 01:00PM ET,SF,3.55
WR,Kendrick Bourne (13581204),Kendrick Bourne,13581204,WR/FLEX,3000,SF@WAS 10/20/2019 01:00PM ET,SF,2.6
WR,Richie James Jr. (13581241),Richie James Jr.,13581241,WR/FLEX,3000,SF@WAS 10/20/2019 01:00PM ET,SF,3.16
WR,Kelvin Harmon (13581453),Kelvin Harmon,13581453,WR/FLEX,3000,SF@WAS 10/20/2019 01:00PM ET,WAS,1.95
RB,D.J. Foster (13581036),D.J. Foster,13581036,RB/FLEX,3000,ARI@NYG 10/20/2019 01:00PM ET,ARI,0
WR,Cody Core (13581085),Cody Core,13581085,WR/FLEX,3000,ARI@NYG 10/20/2019 01:00PM ET,NYG,0.97
WR,Trent Sherfield (13581298),Trent Sherfield,13581298,WR/FLEX,3000,ARI@NYG 10/20/2019 01:00PM ET,ARI,1.77
DST,Texans  (13580675),Texans ,13580675,DST,3000,HOU@IND 10/20/2019 01:00PM ET,HOU,7.33
RB,Taiwan Jones (13580773),Taiwan Jones,13580773,RB/FLEX,3000,HOU@IND 10/20/2019 01:00PM ET,HOU,0
WR,Devin Funchess (13581094),Devin Funchess,13581094,WR/FLEX,3000,HOU@IND 10/20/2019 01:00PM ET,IND,6.2
RB,Buddy Howell (13581280),Buddy Howell,13581280,RB/FLEX,3000,HOU@IND 10/20/2019 01:00PM ET,HOU,0
RB,Cullen Gillaspia (13581296),Cullen Gillaspia,13581296,RB/FLEX,3000,HOU@IND 10/20/2019 01:00PM ET,HOU,0
WR,Ashton Dulin (13581492),Ashton Dulin,13581492,WR/FLEX,3000,HOU@IND 10/20/2019 01:00PM ET,IND,0
WR,Dwayne Harris (13580753),Dwayne Harris,13580753,WR/FLEX,3000,OAK@GB 10/20/2019 01:00PM ET,OAK,0.85
RB,Danny Vitale (13581064),Danny Vitale,13581064,RB/FLEX,3000,OAK@GB 10/20/2019 01:00PM ET,GB,1.57
WR,Jalin Marshall (13581128),Jalin Marshall,13581128,WR/FLEX,3000,OAK@GB 10/20/2019 01:00PM ET,OAK,0
WR,Keelan Doss (13581259),Keelan Doss,13581259,WR/FLEX,3000,OAK@GB 10/20/2019 01:00PM ET,OAK,1.38
WR,Allen Lazard (13581319),Allen Lazard,13581319,WR/FLEX,3000,OAK@GB 10/20/2019 01:00PM ET,GB,2.75
RB,Ameer Abdullah (13580926),Ameer Abdullah,13580926,RB/FLEX,3000,MIN@DET 10/20/2019 01:00PM ET,MIN,1.13
RB,J.D. McKissic (13581002),J.D. McKissic,13581002,RB/FLEX,3000,MIN@DET 10/20/2019 01:00PM ET,DET,3.44
WR,Laquon Treadwell (13581176),Laquon Treadwell,13581176,WR/FLEX,3000,MIN@DET 10/20/2019 01:00PM ET,MIN,0.83
RB,Nick Bawden (13581247),Nick Bawden,13581247,RB/FLEX,3000,MIN@DET 10/20/2019 01:00PM ET,DET,0.88
RB,Mike Boone (13581338),Mike Boone,13581338,RB/FLEX,3000,MIN@DET 10/20/2019 01:00PM ET,MIN,0.47
WR,Olabisi Johnson (13581361),Olabisi Johnson,13581361,WR/FLEX,3000,MIN@DET 10/20/2019 01:00PM ET,MIN,3.07
RB,C.J. Ham (13581445),C.J. Ham,13581445,RB/FLEX,3000,MIN@DET 10/20/2019 01:00PM ET,MIN,0.98
TE,Tyler Eifert (13580862),Tyler Eifert,13580862,TE/FLEX,3000,JAX@CIN 10/20/2019 01:00PM ET,CIN,5.3
RB,Tyler Ervin (13580958),Tyler Ervin,13580958,RB/FLEX,3000,JAX@CIN 10/20/2019 01:00PM ET,JAX,0
WR,C.J. Board (13581089),C.J. Board,13581089,WR/FLEX,3000,JAX@CIN 10/20/2019 01:00PM ET,JAX,0
RB,Roc Thomas (13581290),Roc Thomas,13581290,RB/FLEX,3000,JAX@CIN 10/20/2019 01:00PM ET,JAX,0
RB,Devine Ozigbo (13581357),Devine Ozigbo,13581357,RB/FLEX,3000,JAX@CIN 10/20/2019 01:00PM ET,JAX,0
RB,Trayveon Williams (13581433),Trayveon Williams,13581433,RB/FLEX,3000,JAX@CIN 10/20/2019 01:00PM ET,CIN,0
WR,Damion Willis (13581482),Damion Willis,13581482,WR/FLEX,3000,JAX@CIN 10/20/2019 01:00PM ET,CIN,2.87
WR,Andre Roberts (13580755),Andre Roberts,13580755,WR/FLEX,3000,MIA@BUF 10/20/2019 01:00PM ET,BUF,0.77
RB,Patrick DiMarco (13580791),Patrick DiMarco,13580791,RB/FLEX,3000,MIA@BUF 10/20/2019 01:00PM ET,BUF,0.86
TE,Tyler Kroft (13580935),Tyler Kroft,13580935,TE/FLEX,3000,MIA@BUF 10/20/2019 01:00PM ET,BUF,0
RB,Patrick Laird (13581292),Patrick Laird,13581292,RB/FLEX,3000,MIA@BUF 10/20/2019 01:00PM ET,MIA,0
RB,Myles Gaskin (13581351),Myles Gaskin,13581351,RB/FLEX,3000,MIA@BUF 10/20/2019 01:00PM ET,MIA,0
RB,Chandler Cox (13581359),Chandler Cox,13581359,RB/FLEX,3000,MIA@BUF 10/20/2019 01:00PM ET,MIA,0
RB,Kenjon Barner (13580800),Kenjon Barner,13580800,RB/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,ATL,0.35
WR,Justin Hardy (13580907),Justin Hardy,13580907,WR/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,ATL,1.87
RB,Keith Smith (13580914),Keith Smith,13580914,RB/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,ATL,0.03
WR,JoJo Natson (13581068),JoJo Natson,13581068,WR/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,LAR,0
WR,Russell Gage (13581235),Russell Gage,13581235,WR/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,ATL,1
RB,Brian Hill (13581249),Brian Hill,13581249,RB/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,ATL,0
WR,Mike Thomas (13581288),Mike Thomas,13581288,WR/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,LAR,0
WR,Olamide Zaccheaus (13581410),Olamide Zaccheaus,13581410,WR/FLEX,3000,LAR@ATL 10/20/2019 01:00PM ET,ATL,0
TE,Blake Jarwin (13581114),Blake Jarwin,13581114,TE/FLEX,2900,PHI@DAL 10/20/2019 08:20PM ET,DAL,4.65
TE,Dallas Goedert (13581214),Dallas Goedert,13581214,TE/FLEX,2900,PHI@DAL 10/20/2019 08:20PM ET,PHI,5.02
TE,Nick Boyle (13581006),Nick Boyle,13581006,TE/FLEX,2900,BAL@SEA 10/20/2019 04:25PM ET,BAL,3.92
TE,Jacob Hollister (13581096),Jacob Hollister,13581096,TE/FLEX,2900,BAL@SEA 10/20/2019 04:25PM ET,SEA,0
DST,Saints  (13580688),Saints ,13580688,DST,2900,NO@CHI 10/20/2019 04:25PM ET,NO,9
TE,Kyle Rudolph (13580828),Kyle Rudolph,13580828,TE/FLEX,2900,MIN@DET 10/20/2019 01:00PM ET,MIN,2.7
TE,Geoff Swaim (13581121),Geoff Swaim,13581121,TE/FLEX,2900,JAX@CIN 10/20/2019 01:00PM ET,JAX,3.25
TE,Tyler Higbee (13580960),Tyler Higbee,13580960,TE/FLEX,2900,LAR@ATL 10/20/2019 01:00PM ET,LAR,7.48
TE,Matt LaCosse (13580978),Matt LaCosse,13580978,TE/FLEX,2800,NE@NYJ 10/21/2019 08:15PM ET,NE,2.12
TE,Ryan Izzo (13581284),Ryan Izzo,13581284,TE/FLEX,2800,NE@NYJ 10/21/2019 08:15PM ET,NE,3.9
DST,Seahawks  (13580695),Seahawks ,13580695,DST,2800,BAL@SEA 10/20/2019 04:25PM ET,SEA,7.5
TE,Lance Kendricks (13580757),Lance Kendricks,13580757,TE/FLEX,2800,LAC@TEN 10/20/2019 04:05PM ET,LAC,2
TE,Jonnu Smith (13581159),Jonnu Smith,13581159,TE/FLEX,2800,LAC@TEN 10/20/2019 04:05PM ET,TEN,2.78
TE,Josh Oliver (13581398),Josh Oliver,13581398,TE/FLEX,2800,JAX@CIN 10/20/2019 01:00PM ET,JAX,0
TE,Ryan Griffin (13580816),Ryan Griffin,13580816,TE/FLEX,2700,NE@NYJ 10/21/2019 08:15PM ET,NYJ,3.7
TE,Eric Tomlinson (13581500),Eric Tomlinson,13581500,TE/FLEX,2700,NE@NYJ 10/21/2019 08:15PM ET,NE,0
TE,Virgil Green (13580751),Virgil Green,13580751,TE/FLEX,2700,LAC@TEN 10/20/2019 04:05PM ET,LAC,1.46
TE,Maxx Williams (13581030),Maxx Williams,13581030,TE/FLEX,2700,ARI@NYG 10/20/2019 01:00PM ET,ARI,3.8
TE,Marcedes Lewis (13580710),Marcedes Lewis,13580710,TE/FLEX,2700,OAK@GB 10/20/2019 01:00PM ET,GB,3.48
TE,Foster Moreau (13581346),Foster Moreau,13581346,TE/FLEX,2700,OAK@GB 10/20/2019 01:00PM ET,OAK,5.14
TE,Jesse James (13581032),Jesse James,13581032,TE/FLEX,2700,MIN@DET 10/20/2019 01:00PM ET,DET,2.28
DST,Rams  (13580684),Rams ,13580684,DST,2700,LAR@ATL 10/20/2019 01:00PM ET,LAR,6.83
DST,Cowboys  (13580678),Cowboys ,13580678,DST,2600,PHI@DAL 10/20/2019 08:20PM ET,DAL,5.83
TE,Bradley Sowell (13580775),Bradley Sowell,13580775,TE/FLEX,2600,NO@CHI 10/20/2019 04:25PM ET,CHI,0
TE,Josh Hill (13580830),Josh Hill,13580830,TE/FLEX,2600,NO@CHI 10/20/2019 04:25PM ET,NO,2.8
TE,Adam Shaheen (13581484),Adam Shaheen,13581484,TE/FLEX,2600,NO@CHI 10/20/2019 04:25PM ET,CHI,2.4
TE,Jerome Cunningham (13580867),Jerome Cunningham,13580867,TE/FLEX,2600,SF@WAS 10/20/2019 01:00PM ET,WAS,0
TE,Jeremy Sprinkle (13581072),Jeremy Sprinkle,13581072,TE/FLEX,2600,SF@WAS 10/20/2019 01:00PM ET,WAS,3.15
TE,Hale Hentges (13581416),Hale Hentges,13581416,TE/FLEX,2600,SF@WAS 10/20/2019 01:00PM ET,WAS,0
TE,Charles Clay (13580782),Charles Clay,13580782,TE/FLEX,2600,ARI@NYG 10/20/2019 01:00PM ET,ARI,2.13
TE,Darrell Daniels (13581173),Darrell Daniels,13581173,TE/FLEX,2600,ARI@NYG 10/20/2019 01:00PM ET,ARI,0
